unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
9047943,HW192651,2013-03-14 09:49:00.000000 UTC,0000X W WASHINGTON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,111,1,42,32,15,1175800.0,1900817.0,2013,2018-02-10 03:50:01.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
1807860,G636258,2001-10-22 07:45:00.000000 UTC,001XX S WACKER DR,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,111,1,,,15,1173840.0,1899833.0,2001,2015-08-17 03:03:40.000000 UTC,41.880554477,-87.637133449,"(41.880554477, -87.637133449)"
11385627,JB356668,2018-07-19 03:30:00.000000 UTC,001XX N MICHIGAN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,TAXICAB,false,false,111,1,42,32,17,1177276.0,1901405.0,2018,2018-07-26 03:51:12.000000 UTC,41.884790951,-87.624469241,"(41.884790951, -87.624469241)"
8532644,HV209332,2012-03-22 10:30:00.000000 UTC,001XX N MICHIGAN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,MEDICAL/DENTAL OFFICE,true,false,111,1,42,32,17,1177270.0,1901551.0,2012,2016-02-04 06:33:39.000000 UTC,41.885191719,-87.624486846,"(41.885191719, -87.624486846)"
3636468,HK697191,2004-10-19 09:33:04.000000 UTC,002XX S CANAL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,111,1,2,28,18,1173178.0,1899203.0,2004,2018-02-10 03:50:01.000000 UTC,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
8508885,HV186247,2012-03-06 10:30:00.000000 UTC,002XX N STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,111,1,42,32,18,1176327.0,1901797.0,2012,2018-02-10 03:50:01.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
1663609,G441660,2001-07-27 10:10:00.000000 UTC,004XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,111,1,,,18,1173357.0,1899806.0,2001,2015-08-17 03:03:40.000000 UTC,41.880491126,-87.638907766,"(41.880491126, -87.638907766)"
8720295,HV397079,2012-07-23 07:20:00.000000 UTC,001XX N STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,COLLEGE/UNIVERSITY GROUNDS,true,false,111,1,42,32,18,1176336.0,1901423.0,2012,2016-02-04 06:33:39.000000 UTC,41.8848616,-87.627920479,"(41.8848616, -87.627920479)"
6955149,HR359929,2009-06-05 04:50:00.000000 UTC,005XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,111,1,2,28,18,1172948.0,1899370.0,2009,2018-02-28 03:56:25.000000 UTC,41.879303785,-87.640422486,"(41.879303785, -87.640422486)"
8054579,HT266033,2011-04-25 03:30:00.000000 UTC,002XX S CANAL ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,OTHER RAILROAD PROP / TRAIN DEPOT,true,false,111,1,2,28,18,1173177.0,1899236.0,2011,2018-02-10 03:50:01.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
4559074,HL748671,2005-11-21 05:04:40.000000 UTC,003XX W WACKER DR,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,COMMERCIAL / BUSINESS OFFICE,true,false,111,1,42,32,18,1174120.0,1901942.0,2005,2018-02-28 03:56:25.000000 UTC,41.886335464,-87.636042402,"(41.886335464, -87.636042402)"
2111188,HH336837,2002-04-28 04:22:49.000000 UTC,004XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,111,1,2,28,18,,,2002,2015-08-17 03:03:40.000000 UTC,,,
8293697,HT527736,2011-10-04 08:15:00.000000 UTC,005XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,111,1,42,28,18,1173039.0,1900311.0,2011,2018-02-10 03:50:01.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
7596170,HS400432,2010-07-08 02:14:00.000000 UTC,002XX S CANAL ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,111,1,2,28,18,1173178.0,1899203.0,2010,2018-02-10 03:50:01.000000 UTC,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
11509580,JB518876,2018-11-16 10:01:00.000000 UTC,0000X E LOWER WACKER DR,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,STREET,true,false,111,1,42,32,18,1176671.0,1902172.0,2018,2018-11-23 04:11:10.000000 UTC,41.886909333,-87.626667672,"(41.886909333, -87.626667672)"
6526927,HP565240,2008-09-10 04:00:00.000000 UTC,002XX S CANAL ST,2091,NARCOTICS,FORFEIT PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,true,false,111,1,2,28,26,,,2008,2015-08-17 03:03:40.000000 UTC,,,
5923391,HN678247,2007-10-27 03:15:00.000000 UTC,002XX S CANAL ST,2091,NARCOTICS,FORFEIT PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,true,false,111,1,2,28,26,1173177.0,1899236.0,2007,2018-02-28 03:56:25.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
9876825,HX527795,2014-12-02 04:37:00.000000 UTC,001XX N STATE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PRIVATE, BUILDING",true,false,111,1,42,32,26,1176349.0,1900998.0,2014,2018-02-10 03:50:01.000000 UTC,41.883695083,-87.62788557,"(41.883695083, -87.62788557)"
11477443,JB476950,2018-10-11 03:30:00.000000 UTC,0000X E WACKER PL,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,true,false,111,1,42,32,18,1177087.0,1902140.0,2018,2018-10-20 04:10:22.000000 UTC,41.886812112,-87.625140995,"(41.886812112, -87.625140995)"
9173010,HW317466,2013-06-13 08:25:00.000000 UTC,0000X E LOWER WACKER DR,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,111,1,42,32,18,1176856.0,1902384.0,2013,2018-02-10 03:50:01.000000 UTC,41.887486889,-87.625981892,"(41.887486889, -87.625981892)"
8440344,HV118271,2012-01-14 09:45:00.000000 UTC,005XX W MADISON ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,111,1,42,28,18,1173039.0,1900311.0,2012,2018-02-10 03:50:01.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
9828388,HX478177,2014-10-22 06:20:00.000000 UTC,002XX N WABASH AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,RESTAURANT,true,false,111,1,42,32,22,1176773.0,1901888.0,2014,2016-02-04 06:33:39.000000 UTC,41.886127716,-87.626301698,"(41.886127716, -87.626301698)"
13208443,JG421725,2023-09-12 03:00:00.000000 UTC,0000X E RANDOLPH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,111,1,34,32,08A,1176930.0,1901295.0,2023,2023-09-20 03:42:29.000000 UTC,41.884496941,-87.625743121,"(41.884496941, -87.625743121)"
2685576,HJ306494,2003-04-17 07:20:00.000000 UTC,005XX W MONROE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,true,111,1,2,28,26,1172588.0,1899825.0,2003,2018-02-10 03:50:01.000000 UTC,41.880560303,-87.641730873,"(41.880560303, -87.641730873)"
7384245,HS186018,2010-02-28 08:27:00.000000 UTC,005XX W LAKE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,CTA GARAGE / OTHER PROPERTY,false,false,111,1,42,28,26,1172491.0,1901698.0,2010,2018-02-10 03:50:01.000000 UTC,41.885702079,-87.642031644,"(41.885702079, -87.642031644)"
3526975,HK607764,2004-09-07 07:30:00.000000 UTC,006XX W MADISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,111,1,42,28,26,1172090.0,1900283.0,2004,2018-02-28 03:56:25.000000 UTC,41.881828083,-87.643545951,"(41.881828083, -87.643545951)"
1494617,G235352,2001-02-19 08:30:00.000000 UTC,001XX N CANAL ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,true,111,1,,,26,1173149.0,1900924.0,2001,2015-08-17 03:03:40.000000 UTC,41.883563604,-87.639638332,"(41.883563604, -87.639638332)"
6728675,HR145762,2009-01-30 11:45:00.000000 UTC,005XX W ADAMS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,2,28,26,1172564.0,1899358.0,2009,2018-02-28 03:56:25.000000 UTC,41.879279355,-87.641832814,"(41.879279355, -87.641832814)"
6607286,HP680438,2008-10-14 10:57:00.000000 UTC,005XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,111,1,2,28,26,1172643.0,1898901.0,2008,2018-02-28 03:56:25.000000 UTC,41.87802357,-87.641556267,"(41.87802357, -87.641556267)"
6693208,HR107095,2009-01-05 10:00:00.000000 UTC,001XX S RIVERSIDE PLZ,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,111,1,2,28,26,1173421.0,1899683.0,2009,2016-02-04 06:33:39.000000 UTC,41.880152185,-87.638676422,"(41.880152185, -87.638676422)"
5481951,HN304672,2007-04-16 09:30:00.000000 UTC,005XX W VAN BUREN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,2,28,26,1172646.0,1898435.0,2007,2018-02-28 03:56:25.000000 UTC,41.876744768,-87.641559043,"(41.876744768, -87.641559043)"
3282542,HK300609,2004-04-08 03:30:00.000000 UTC,005XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,false,false,111,1,2,28,26,1173084.0,1898910.0,2004,2018-02-28 03:56:25.000000 UTC,41.878038501,-87.639936767,"(41.878038501, -87.639936767)"
5703938,HN508385,2007-08-04 10:13:00.000000 UTC,003XX W WACKER DR,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,true,true,111,1,42,32,26,1174101.0,1901975.0,2007,2021-09-07 03:41:02.000000 UTC,41.886426441,-87.63611119,"(41.886426441, -87.63611119)"
7072662,HR479728,2009-07-12 01:00:00.000000 UTC,001XX N CANAL ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,true,111,1,42,28,26,1173108.0,1900956.0,2009,2016-02-04 06:33:39.000000 UTC,41.883652324,-87.639787936,"(41.883652324, -87.639787936)"
6504475,HP578872,2008-09-18 12:00:00.000000 UTC,0000X S RIVERSIDE PLZ,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,2,28,26,1173399.0,1900180.0,2008,2018-02-10 03:50:01.000000 UTC,41.881516473,-87.638742433,"(41.881516473, -87.638742433)"
2826777,HJ481231,2003-07-08 06:00:00.000000 UTC,0000X S WACKER DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,true,true,111,1,2,32,26,1173874.0,1900074.0,2003,2021-09-07 03:41:02.000000 UTC,41.88121504,-87.637001425,"(41.88121504, -87.637001425)"
1576665,G340891,2001-05-14 02:00:00.000000 UTC,001XX S WACKER DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,,,26,1173840.0,1899833.0,2001,2015-08-17 03:03:40.000000 UTC,41.880554477,-87.637133449,"(41.880554477, -87.637133449)"
11287514,JB227048,2018-04-17 10:03:00.000000 UTC,001XX N WABASH AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,true,111,1,42,32,26,1176799.0,1900994.0,2018,2018-05-04 03:51:04.000000 UTC,41.883673944,-87.626233272,"(41.883673944, -87.626233272)"
4987301,HM599685,2006-07-12 08:30:00.000000 UTC,005XX W MADISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,111,1,42,28,26,1172573.0,1900294.0,2006,2018-02-28 03:56:25.000000 UTC,41.881847601,-87.641772074,"(41.881847601, -87.641772074)"
11118348,JA465838,2017-10-05 12:00:00.000000 UTC,001XX N GARLAND CT,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,111,1,42,32,26,1177041.0,1901093.0,2017,2021-09-07 03:41:02.000000 UTC,41.88394013,-87.625341638,"(41.88394013, -87.625341638)"
9836563,HX486296,2014-10-29 01:48:00.000000 UTC,001XX N STATE ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER,true,false,111,1,42,32,26,1176332.0,1901592.0,2014,2018-02-10 03:50:01.000000 UTC,41.885325435,-87.627930066,"(41.885325435, -87.627930066)"
11389011,JB329118,2018-06-30 10:50:00.000000 UTC,001XX N CLARK ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,SIDEWALK,false,false,111,1,42,32,26,1175524.0,1900930.0,2018,2018-08-01 03:51:33.000000 UTC,41.883527057,-87.630917053,"(41.883527057, -87.630917053)"
10032355,HY222145,2015-04-14 03:00:00.000000 UTC,001XX N DEARBORN ST,3300,PUBLIC PEACE VIOLATION,PUBLIC DEMONSTRATION,GOVERNMENT BUILDING/PROPERTY,true,false,111,1,42,32,26,1175930.0,1900878.0,2015,2018-02-10 03:50:01.000000 UTC,41.883375237,-87.629427772,"(41.883375237, -87.629427772)"
7633756,HS437442,2010-07-30 03:00:00.000000 UTC,001XX S CLINTON ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,false,false,111,1,2,28,24,1172752.0,1899623.0,2010,2018-02-10 03:50:01.000000 UTC,41.880002373,-87.641134667,"(41.880002373, -87.641134667)"
13048910,JG231403,2023-04-20 07:41:00.000000 UTC,003XX N MAC CHESNEY CT,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,ALLEY,true,false,111,1,42,32,24,1177046.0,1902278.0,2023,2023-08-19 03:40:26.000000 UTC,41.88719172,-87.625287375,"(41.88719172, -87.625287375)"
11414770,JB394545,2018-08-14 03:00:00.000000 UTC,0000X E LAKE ST,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,COLLEGE/UNIVERSITY GROUNDS,false,false,111,1,42,32,26,1176585.0,1901750.0,2018,2018-09-30 03:52:49.000000 UTC,41.885753285,-87.626996239,"(41.885753285, -87.626996239)"
2416033,HH728308,2002-10-21 08:40:26.000000 UTC,001XX S CANAL ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,true,false,111,1,2,28,26,1173162.0,1899653.0,2002,2018-02-10 03:50:01.000000 UTC,41.880075611,-87.639628321,"(41.880075611, -87.639628321)"
6561444,HP632496,2008-10-17 11:00:00.000000 UTC,0000X N WACKER DR,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,32,26,1173928.0,1900646.0,2008,2018-02-28 03:56:25.000000 UTC,41.88278344,-87.636786095,"(41.88278344, -87.636786095)"
3444238,HK511942,2004-07-21 10:46:19.000000 UTC,004XX W ADAMS ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,true,false,111,1,2,28,26,1173357.0,1899380.0,2004,2018-02-28 03:56:25.000000 UTC,41.879322154,-87.638920422,"(41.879322154, -87.638920422)"
5588142,HN392262,2007-06-09 11:20:00.000000 UTC,004XX W ADAMS ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,true,false,111,1,2,28,26,1173357.0,1899380.0,2007,2018-02-10 03:50:01.000000 UTC,41.879322154,-87.638920422,"(41.879322154, -87.638920422)"
3954259,HL320205,2005-04-26 10:24:47.000000 UTC,002XX S CANAL ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,true,false,111,1,2,28,26,1173178.0,1899203.0,2005,2018-02-10 03:50:01.000000 UTC,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
3114952,HK101012,2004-01-01 01:53:45.000000 UTC,004XX W ADAMS ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,true,false,111,1,2,28,26,1173305.0,1899379.0,2004,2018-02-28 03:56:25.000000 UTC,41.879320565,-87.639111386,"(41.879320565, -87.639111386)"
7702877,HS510057,2010-09-11 12:50:00.000000 UTC,002XX S RIVERSIDE PLZ,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,SIDEWALK,true,false,111,1,2,28,26,1173472.0,1899214.0,2010,2018-02-10 03:50:01.000000 UTC,41.878864086,-87.638503099,"(41.878864086, -87.638503099)"
5925335,HN724584,2007-11-24 12:40:38.000000 UTC,005XX W MADISON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,111,1,42,28,26,1173039.0,1900311.0,2007,2018-02-28 03:56:25.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
13160856,JG365267,2023-07-04 09:50:00.000000 UTC,0000X W WASHINGTON ST,500E,OTHER OFFENSE,EAVESDROPPING,GOVERNMENT BUILDING / PROPERTY,false,false,111,1,42,32,26,1175800.0,1900817.0,2023,2023-08-19 03:40:26.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
7452573,HS253832,2010-04-12 01:30:00.000000 UTC,001XX N CLINTON ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,false,false,111,1,42,28,26,1172710.0,1900952.0,2010,2018-02-10 03:50:01.000000 UTC,41.883650164,-87.641249532,"(41.883650164, -87.641249532)"
2567225,HJ152945,2003-01-29 08:18:43.000000 UTC,001XX N JEFFERSON ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,111,1,42,28,26,1172308.0,1901062.0,2003,2018-02-28 03:56:25.000000 UTC,41.883960898,-87.642722447,"(41.883960898, -87.642722447)"
27748,JG424436,2023-09-14 08:11:00.000000 UTC,000XX E MONROE ST,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,112,1,34,32,01A,1177024.0,1899949.0,2023,2023-09-22 03:42:13.000000 UTC,41.880801316,-87.625438715,"(41.880801316, -87.625438715)"
12237635,JD449241,2017-02-01 08:00:00.000000 UTC,0000X W MADISON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),true,false,112,1,42,32,02,,,2017,2021-02-18 03:40:02.000000 UTC,,,
11140359,JA499679,2017-11-05 09:50:00.000000 UTC,0000X E MONROE ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,false,false,112,1,42,32,02,1176591.0,1899936.0,2017,2018-02-10 03:50:01.000000 UTC,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
10761455,HZ525418,2016-11-22 02:48:00.000000 UTC,0000X W MONROE ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,TAXICAB,true,false,112,1,42,32,03,1176089.0,1899915.0,2016,2018-02-10 03:50:01.000000 UTC,41.88072913,-87.628872947,"(41.88072913, -87.628872947)"
1957423,HH147080,2002-01-25 05:40:00.000000 UTC,002XX W MADISON ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,112,1,,,03,1174636.0,1900346.0,2002,2018-02-28 03:56:25.000000 UTC,41.881944424,-87.634195294,"(41.881944424, -87.634195294)"
9718645,HX368359,2014-07-31 03:15:00.000000 UTC,0000X S STATE ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA TRAIN,false,false,112,1,42,32,03,1176395.0,1900114.0,2014,2018-02-10 03:50:01.000000 UTC,41.881268299,-87.627743345,"(41.881268299, -87.627743345)"
9923382,HY112373,2015-01-12 02:46:00.000000 UTC,0000X E MADISON ST,031A,ROBBERY,ARMED: HANDGUN,DEPARTMENT STORE,false,false,112,1,42,32,03,1176542.0,1900407.0,2015,2018-02-10 03:50:01.000000 UTC,41.88206899,-87.627194723,"(41.88206899, -87.627194723)"
12486502,JE377318,2021-09-17 02:28:00.000000 UTC,001XX S STATE ST,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,false,false,112,1,42,32,03,1176405.0,1899625.0,2021,2021-09-24 03:49:47.000000 UTC,41.87992623,-87.627721389,"(41.87992623, -87.627721389)"
1724745,G530695,2001-09-04 11:15:00.000000 UTC,0000X S CLARK ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,112,1,,,03,1175582.0,1900220.0,2001,2015-08-17 03:03:40.000000 UTC,41.881577473,-87.63072542,"(41.881577473, -87.63072542)"
4154922,HL486105,2005-07-15 04:32:00.000000 UTC,002XX W JACKSON BLVD,031A,ROBBERY,ARMED: HANDGUN,RESTAURANT,true,false,112,1,2,32,03,1174641.0,1898950.0,2005,2018-02-28 03:56:25.000000 UTC,41.878113603,-87.634218691,"(41.878113603, -87.634218691)"
10692105,HZ446439,2016-09-22 11:30:00.000000 UTC,001XX S STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,112,1,42,32,03,1176406.0,1899586.0,2016,2018-02-10 03:50:01.000000 UTC,41.879819189,-87.627718895,"(41.879819189, -87.627718895)"
8859332,HV532866,2012-10-24 04:50:00.000000 UTC,0000X N STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,true,false,112,1,42,32,03,1176363.0,1900552.0,2012,2018-02-10 03:50:01.000000 UTC,41.882470918,-87.627847625,"(41.882470918, -87.627847625)"
8830876,HV503589,2012-10-04 03:50:00.000000 UTC,0000X N DEARBORN ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,112,1,42,32,03,1175928.0,1900762.0,2012,2018-02-10 03:50:01.000000 UTC,41.883056972,-87.62943861,"(41.883056972, -87.62943861)"
10832640,JA134575,2017-01-29 06:48:00.000000 UTC,0000X W WASHINGTON ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,112,1,42,32,03,1175628.0,1900816.0,2017,2017-02-14 03:49:42.000000 UTC,41.883211898,-87.630538589,"(41.883211898, -87.630538589)"
11604110,JC162365,2019-02-22 06:00:00.000000 UTC,0000X E MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,false,false,112,1,42,32,03,1176542.0,1900407.0,2019,2019-03-01 04:09:34.000000 UTC,41.88206899,-87.627194723,"(41.88206899, -87.627194723)"
10331591,HY521997,2015-12-02 11:55:00.000000 UTC,001XX S MICHIGAN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,112,1,42,32,03,1177319.0,1899845.0,2015,2018-02-10 03:50:01.000000 UTC,41.880509252,-87.624358666,"(41.880509252, -87.624358666)"
9804876,HX453574,2014-10-02 03:30:00.000000 UTC,0000X S DEARBORN ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,112,1,42,32,03,1175945.0,1900260.0,2014,2018-02-10 03:50:01.000000 UTC,41.881679072,-87.629391306,"(41.881679072, -87.629391306)"
7019740,HR420677,2009-07-03 08:00:00.000000 UTC,0000X W ADAMS ST,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,112,1,42,32,03,1175834.0,1899439.0,2009,2018-02-28 03:56:25.000000 UTC,41.879428698,-87.629823603,"(41.879428698, -87.629823603)"
3220464,HK235413,2004-03-07 06:00:00.000000 UTC,003XX W JACKSON BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,112,1,2,32,03,1174273.0,1898942.0,2004,2018-02-28 03:56:25.000000 UTC,41.878099868,-87.635570127,"(41.878099868, -87.635570127)"
4634029,HM231569,2006-03-14 12:10:00.000000 UTC,002XX W MONROE ST,0330,ROBBERY,AGGRAVATED,BANK,true,false,112,1,2,32,03,1174639.0,1899876.0,2006,2018-02-28 03:56:25.000000 UTC,41.880654649,-87.634198338,"(41.880654649, -87.634198338)"
11923471,JC549085,2019-12-16 02:09:00.000000 UTC,0000X S STATE ST,0330,ROBBERY,AGGRAVATED,DRUG STORE,false,false,112,1,42,32,03,1176389.0,1900278.0,2019,2020-03-10 03:40:26.000000 UTC,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
9554594,HX206422,2014-04-01 05:50:00.000000 UTC,0000X E WASHINGTON ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,true,false,112,1,42,32,03,1177126.0,1900833.0,2014,2018-02-10 03:50:01.000000 UTC,41.883224751,-87.625037394,"(41.883224751, -87.625037394)"
7781628,HS589788,2010-10-30 12:46:00.000000 UTC,002XX S LOWER WACKER DR,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,112,1,2,32,03,1173969.0,1899205.0,2010,2016-02-04 06:33:39.000000 UTC,41.878828333,-87.636678495,"(41.878828333, -87.636678495)"
11489457,JB492355,2018-10-27 01:48:00.000000 UTC,001XX S WABASH AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,false,false,112,1,42,32,04B,1176830.0,1899771.0,2018,2020-05-10 03:40:10.000000 UTC,41.880317263,-87.626156445,"(41.880317263, -87.626156445)"
10672906,HZ423383,2016-09-06 07:57:00.000000 UTC,0000X N MICHIGAN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,false,false,112,1,42,32,04B,1177307.0,1900569.0,2016,2018-02-10 03:50:01.000000 UTC,41.88249622,-87.624380767,"(41.88249622, -87.624380767)"
8989351,HW136524,2013-01-29 05:00:00.000000 UTC,001XX S WABASH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,112,1,42,32,04B,1176831.0,1899724.0,2013,2018-02-10 03:50:01.000000 UTC,41.88018827,-87.626154195,"(41.88018827, -87.626154195)"
9941852,HY130096,2015-01-27 06:40:00.000000 UTC,0000X E MADISON ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CONVENIENCE STORE,false,false,112,1,42,32,04B,1176674.0,1900411.0,2015,2018-02-10 03:50:01.000000 UTC,41.882076985,-87.626709904,"(41.882076985, -87.626709904)"
11121850,JA475543,2017-10-18 06:30:00.000000 UTC,001XX S WABASH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,MOVIE HOUSE/THEATER,false,false,112,1,42,32,04B,1176829.0,1899795.0,2017,2018-02-10 03:50:01.000000 UTC,41.880383143,-87.626159391,"(41.880383143, -87.626159391)"
12683458,JF222391,2021-11-29 09:15:00.000000 UTC,0000X W MONROE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,42,32,04B,,,2021,2022-04-29 03:40:52.000000 UTC,,,
12496262,JE390395,2021-09-28 01:09:00.000000 UTC,001XX S STATE ST,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,true,false,112,1,42,32,04B,1176401.0,1899793.0,2021,2021-12-12 03:40:03.000000 UTC,41.880387322,-87.627731005,"(41.880387322, -87.627731005)"
